date,date,year_month,year,num_ec,1_ec,-1_ec,sum_mood_ec,num_cb,1_cb,-1_cb,sum_mood_cb,mood_ec,mood_cb,mood_cb_without_mood_ec,indicator,indicator2
2014-07-01,2014-07-01,2014-07,2014,2,0,1,-0.9146064447399723,2,1,0,0.34004237129553877,-0.45730322236998616,0.17002118564776939,0.6273244080177556,0.6568311020044388,0.75
2014-07-02,2014-07-02,2014-07,2014,7,0,4,-2.2963696659020725,3,0,2,-0.8327503838542014,-0.32805280941458176,-0.2775834612847338,0.050469348129847935,0.512617337032462,0.47619047619047616
2014-07-03,2014-07-03,2014-07,2014,0,0,0,0.0,4,0,4,-2.115560449861427,,-0.5288901124653568,,,
2014-07-04,2014-07-04,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-05,2014-07-05,2014-07,2014,1,0,0,0.0359010798101296,0,0,0,0.0,0.0359010798101296,,,,
2014-07-06,2014-07-06,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-07,2014-07-07,2014-07,2014,9,1,6,-2.876762695032586,0,0,0,0.0,-0.3196402994480651,,,,
2014-07-08,2014-07-08,2014-07,2014,6,1,3,-1.5434364053600675,10,1,8,-3.882884762839658,-0.25723940089334457,-0.3882884762839658,-0.13104907539062122,0.4672377311523447,0.4083333333333333
2014-07-09,2014-07-09,2014-07,2014,0,0,0,0.0,3,0,3,-1.7481784448376172,,-0.5827261482792058,,,
2014-07-10,2014-07-10,2014-07,2014,4,1,2,-0.9051311857654611,0,0,0,0.0,-0.22628279644136529,,,,
2014-07-11,2014-07-11,2014-07,2014,13,2,8,-2.6238743898796812,0,0,0,0.0,-0.20183649152920624,,,,
2014-07-12,2014-07-12,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-13,2014-07-13,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-14,2014-07-14,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-15,2014-07-15,2014-07,2014,3,0,3,-1.2606035602776933,0,0,0,0.0,-0.42020118675923107,,,,
2014-07-16,2014-07-16,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-17,2014-07-17,2014-07,2014,54,2,42,-17.117625675599935,0,0,0,0.0,-0.3169930680666655,,,,
2014-07-18,2014-07-18,2014-07,2014,1,0,1,-0.2977074689416367,0,0,0,0.0,-0.2977074689416367,,,,
2014-07-19,2014-07-19,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-20,2014-07-20,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-21,2014-07-21,2014-07,2014,0,0,0,0.0,0,0,0,0.0,,,,,
2014-07-22,2014-07-22,2014-07,2014,12,0,9,-3.6299033892830694,0,0,0,0.0,-0.30249194910692245,,,,
2014-07-23,2014-07-23,2014-07,2014,9,0,5,-2.250616561446774,0,0,0,0.0,-0.2500685068274193,,,,
2014-07-24,2014-07-24,2014-07,2014,3,0,2,-1.169352100359279,4,0,1,-1.0525719439634873,-0.38978403345309304,-0.2631429859908718,0.1266410474622212,0.5316602618655553,0.6041666666666666
2014-07-25,2014-07-25,2014-07,2014,4,0,3,-1.2791552641032227,4,0,3,-1.2791552641032227,-0.31978881602580567,-0.31978881602580567,0.0,0.5,0.5
2014-07-26,2014-07-26,2014-07,2014,1,0,1,-0.4332818028437525,1,0,1,-0.4332818028437525,-0.4332818028437525,-0.4332818028437525,0.0,0.5,0.5
