post_id,text,comment_time,from_id
499852,"А НЕ бюджетникам? Они что, НЕ люди?",1547145864,209117738
843916,буквально недавно за такое фото привлекали,1614099134,218248404
729236,Пусть им кредиты даёт Киев или Польша,1588562682,58700061
729236,,1588564731,249908308
729236,"Да,мне до жопы,что там у них комики и композиторы сдают или кому дают....нам татарам поеб...ь...",1588566081,200261124
729236,"Может Зеленский не всегда действует правильно, но дела с коронавирусом в Украине пока обстоят намного лучше, чем в России.",1588566406,46918191
49301,это она еще поделила на 2 предусмотрительно,1418728894,211945815
49301,"[id211945815|Сектор], у них все с запасом, даже зп на пару лет вперед))",1418729054,277349803
49301,"[id277349803|Ильдар], себя не обделят",1418729112,211945815
49301,"[id211945815|Сектор], глупо было бы))",1418729128,277349803
49301,фамилию ей срочно надо сменить)))не гоже с такой фамилией премьерствовать)),1418729305,136623983
49301,"[id166608746|Анатолий], с чужих долги списывают, а со своих дерут, на тех с кого дерут - держатся те кто дерет",1418730889,264089019
983189,В юанях,1649940545,548201888
983189,"Лучше сразу на бартер!
Мы им - нефть, газ, лес, 
они нам - бусики.",1649941302,19086506
180372,На что намек? Что опять доллар будет 75 рублей?,1491239670,59653448
1286296,"Надо ли верить, если имя Сунь да ещё там Янь хун?",1671507575,182296045
802969,Ну прям какая необходимость  брать кредит на жрачку? Можно малым обойтись..Этот год надо вообще без пафоса и сожалений провести...,1603723303,8821635
802969,Накрыть стол можно без больших трат в настоящее время,1603723355,201766776
802969,я знаю людей у которых новый год проходил как обычный день Еще в благополучные времена,1603725656,116554617
802969,"Да мы ничего другого не ожидаем, каждый год одно и то же! 😎",1603726275,203372289
65690,Пункты обмена закроют?,1445960169,329518335
65690,начались мутки сами нахватались до блевотины теперь конечно надо все зажать,1445960508,136623983
65690,Лучше вову выгнать.,1445961327,170231210
65690,,1445962861,164918697
65690,Все больше и больше обратно в совок.,1445968390,24956441
65690,давно пора!,1445969365,163940275
65690,"""Оптимизация"" пособий нуждающимся поможет заткнуть бюджетную дыру:нуждающихся ведь пруд пруди.",1445969400,237050640
614559,Грабить стали чаще?,1566227544,510346302
614559,Каких сбережений?😳,1566228005,13741660
614559,"Каких, блин, сбережений?! Это у чиновников сбережения! Им есть, с чего и что сберегать! А обычным людям нечего!",1566230041,230052765
614559,А один клоун обещал прорывы и рывки))),1566230136,227812377
614559,Последние издохи...,1566231504,396463921
614559,"Квартиры захотели,на улицу выгоняют",1566233766,133537339
614559,"| Русская Служба Новостей: «Россия обошла США и Китай по уровню концентрации богатства: на долю 10% самых богатых россиян приходится 82% личного богатства страны, США — 76%, Китая — 62%» Россия занимает 118-е место в мире по расходам на здравоохранение (5,6% ВВП) и 88-е место по расходам на образование (3,8% ВВП).",1566236330,72929519
614559,"Чаще смотрите телевизор: у нас все хорошо, экономика растет, доходы тоже, жизнь все улучшается. Вывод: людям уже деньги не нужны, поэтому они их тратят, не боясь за завтрашний день. Отрывок из теории путинизма",1566238459,6153828
614559,Кредит- ловушка для бедного населения.,1566239458,234137262
614559,МК тоже кономит . админа нет ),1566246420,252325103
614559,Скоро опять будет - грабь награбленное )),1566246626,396489194
614559,,1566247299,201001109
614559,"Что за бред? Ни одного не знаю, чтобы на продукты или мыльнорыльные брал кредит. Или под предметами первой необходимости имеется в виду новая мебель в квартиру или смена авто???",1566257078,223752066
614559,нету сбережений,1566270453,56470667
614559,Чубайму все мало!,1566271381,553705532
614559,А кто то ведь богатеет....,1566283113,461553539
164000,Да власть имущие разве же в это поверят...,1485970455,254252917
1319071,А за ошибки когда будут расплачиваться?,1673319817,485982518
1319071,Всего получат соцвыплаты 1млн. медиков?,1673323590,17433678
164003,"Февраль начинается с ""хороших"" новостей.....Так вот России нужен более сильный рубль, максимум по 40 рублей РФ за доллар.",1485970416,12430460
164003,Ну пиз..ец,1485970512,70011882
164003,эх а люди так радовались что доллар дешевел надеялись может цены снизятся,1485970768,69192633
164003,что от них ещё ждать,1485971252,181379914
164003,пидорасты...,1485971436,61359624
164003,Хоть что то у нас по плану делается.,1485973883,234137262
164003,Фигасе планы ...,1485976566,124866248
164003,Трамп обещал россиянам зарплату в долларах,1485985647,6662832
1605796,,1699555460,71184037
